Date,Zone,Count,CEP,Location,Category
2020-08-10,Res. Vale dos Sonhos I ,136,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-11,Res. Vale dos Sonhos I ,136,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-12,Res. Vale dos Sonhos I ,140,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-13,Res. Vale dos Sonhos I ,140,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-14,Res. Vale dos Sonhos I ,140,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-17,Res. Vale dos Sonhos I ,160,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-18,Res. Vale dos Sonhos I ,160,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-19,Res. Vale dos Sonhos I ,160,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-20,Res. Vale dos Sonhos I ,170,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-21,Res. Vale dos Sonhos I ,170,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-22,Res. Vale dos Sonhos I ,170,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-23,Res. Vale dos Sonhos I ,170,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-08-24,Res. Vale dos Sonhos I ,170,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-01,Res. Vale dos Sonhos I ,188,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-02,Res. Vale dos Sonhos I ,188,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-03,Res. Vale dos Sonhos I ,188,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-04,Res. Vale dos Sonhos I ,191,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-05,Res. Vale dos Sonhos I ,191,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-06,Res. Vale dos Sonhos I ,195,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-07,Res. Vale dos Sonhos I ,195,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-08,Res. Vale dos Sonhos I ,195,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-09,Res. Vale dos Sonhos I ,195,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-10,Res. Vale dos Sonhos I ,195,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-11,Res. Vale dos Sonhos I ,195,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-14,Res. Vale dos Sonhos I ,216,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-15,Res. Vale dos Sonhos I ,216,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-16,Res. Vale dos Sonhos I ,221,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-09-17,Res. Vale dos Sonhos I ,221,74684-105,"-16.5989473,-49.2038761",Confirmed
2020-06-01,Jd. Curitiba ,14,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-02,Jd. Curitiba ,14,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-03,Jd. Curitiba ,17,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-04,Jd. Curitiba ,18,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-05,Jd. Curitiba ,20,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-06,Jd. Curitiba ,20,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-07,Jd. Curitiba ,21,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-08,Jd. Curitiba ,22,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-09,Jd. Curitiba ,22,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-10,Jd. Curitiba ,25,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-11,Jd. Curitiba ,25,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-12,Jd. Curitiba ,25,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-13,Jd. Curitiba ,28,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-15,Jd. Curitiba ,28,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-16,Jd. Curitiba ,31,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-17,Jd. Curitiba ,31,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-18,Jd. Curitiba ,31,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-19,Jd. Curitiba ,31,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-20,Jd. Curitiba ,31,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-21,Jd. Curitiba ,42,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-22,Jd. Curitiba ,42,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-23,Jd. Curitiba ,45,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-24,Jd. Curitiba ,50,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-25,Jd. Curitiba ,50,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-26,Jd. Curitiba ,56,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-28,Jd. Curitiba ,56,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-29,Jd. Curitiba ,60,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-30,Jd. Curitiba ,64,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-13,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-14,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-15,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-16,Jd. Curitiba ,128,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-17,Jd. Curitiba ,128,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-18,Jd. Curitiba ,128,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-19,Jd. Curitiba ,128,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-20,Jd. Curitiba ,130,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-21,Jd. Curitiba ,130,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-22,Jd. Curitiba ,131,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-23,Jd. Curitiba ,131,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-24,Jd. Curitiba ,131,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-25,Jd. Curitiba ,131,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-27,Jd. Curitiba ,131,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-28,Jd. Curitiba ,131,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-29,Jd. Curitiba ,131,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-30,Jd. Curitiba ,131,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-31,Jd. Curitiba ,184,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-01,Jd. Curitiba ,64,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-02,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-03,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-04,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-06,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-07,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-08,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-09,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-07-10,Jd. Curitiba ,71,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-25,Jd. Curitiba ,332,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-26,Jd. Curitiba ,332,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-27,Jd. Curitiba ,332,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-28,Jd. Curitiba ,332,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-31,Jd. Curitiba ,421,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-01,Jd. Curitiba ,184,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-02,Jd. Curitiba ,184,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-03,Jd. Curitiba ,184,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-04,Jd. Curitiba ,217,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-05,Jd. Curitiba ,217,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-06,Jd. Curitiba ,217,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-07,Jd. Curitiba ,217,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-08,Jd. Curitiba ,238,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-09,Jd. Curitiba ,238,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-10,Jd. Curitiba ,238,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-11,Jd. Curitiba ,238,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-12,Jd. Curitiba ,262,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-13,Jd. Curitiba ,262,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-14,Jd. Curitiba ,262,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-17,Jd. Curitiba ,291,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-18,Jd. Curitiba ,291,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-19,Jd. Curitiba ,291,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-20,Jd. Curitiba ,332,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-21,Jd. Curitiba ,332,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-22,Jd. Curitiba ,332,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-23,Jd. Curitiba ,332,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-08-24,Jd. Curitiba ,332,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-01,Jd. Curitiba ,488,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-02,Jd. Curitiba ,488,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-03,Jd. Curitiba ,488,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-04,Jd. Curitiba ,490,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-05,Jd. Curitiba ,490,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-06,Jd. Curitiba ,528,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-07,Jd. Curitiba ,528,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-08,Jd. Curitiba ,528,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-09,Jd. Curitiba ,528,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-10,Jd. Curitiba ,528,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-11,Jd. Curitiba ,528,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-14,Jd. Curitiba ,551,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-15,Jd. Curitiba ,551,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-16,Jd. Curitiba ,580,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-09-17,Jd. Curitiba ,580,74481-280,"-16.6005227,-49.3286783",Confirmed
2020-06-03,Setor Parque Tremendão ,17,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-04,Setor Parque Tremendão ,18,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-05,Setor Parque Tremendão ,19,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-06,Setor Parque Tremendão ,19,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-07,Setor Parque Tremendão ,23,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-08,Setor Parque Tremendão ,24,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-09,Setor Parque Tremendão ,24,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-10,Setor Parque Tremendão ,25,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-11,Setor Parque Tremendão ,25,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-12,Setor Parque Tremendão ,26,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-13,Setor Parque Tremendão ,28,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-15,Setor Parque Tremendão ,28,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-16,Setor Parque Tremendão ,29,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-17,Setor Parque Tremendão ,29,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-18,Setor Parque Tremendão ,29,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-19,Setor Parque Tremendão ,29,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-20,Setor Parque Tremendão ,29,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-21,Setor Parque Tremendão ,48,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-22,Setor Parque Tremendão ,48,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-23,Setor Parque Tremendão ,52,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-24,Setor Parque Tremendão ,53,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-25,Setor Parque Tremendão ,53,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-26,Setor Parque Tremendão ,56,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-28,Setor Parque Tremendão ,56,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-29,Setor Parque Tremendão ,60,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-30,Setor Parque Tremendão ,61,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-13,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-14,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-15,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-16,Setor Parque Tremendão ,92,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-17,Setor Parque Tremendão ,95,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-18,Setor Parque Tremendão ,95,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-19,Setor Parque Tremendão ,95,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-20,Setor Parque Tremendão ,99,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-21,Setor Parque Tremendão ,99,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-22,Setor Parque Tremendão ,100,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-23,Setor Parque Tremendão ,100,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-24,Setor Parque Tremendão ,100,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-25,Setor Parque Tremendão ,100,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-27,Setor Parque Tremendão ,100,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-28,Setor Parque Tremendão ,100,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-29,Setor Parque Tremendão ,100,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-30,Setor Parque Tremendão ,100,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-31,Setor Parque Tremendão ,130,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-01,Setor Parque Tremendão ,61,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-02,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-03,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-04,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-06,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-07,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-08,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-09,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-07-10,Setor Parque Tremendão ,63,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-25,Setor Parque Tremendão ,218,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-26,Setor Parque Tremendão ,218,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-27,Setor Parque Tremendão ,218,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-28,Setor Parque Tremendão ,218,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-31,Setor Parque Tremendão ,300,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-01,Setor Parque Tremendão ,130,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-02,Setor Parque Tremendão ,130,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-03,Setor Parque Tremendão ,130,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-04,Setor Parque Tremendão ,147,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-05,Setor Parque Tremendão ,147,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-06,Setor Parque Tremendão ,147,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-07,Setor Parque Tremendão ,147,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-08,Setor Parque Tremendão ,160,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-09,Setor Parque Tremendão ,160,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-10,Setor Parque Tremendão ,160,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-11,Setor Parque Tremendão ,160,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-12,Setor Parque Tremendão ,171,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-13,Setor Parque Tremendão ,171,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-14,Setor Parque Tremendão ,171,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-17,Setor Parque Tremendão ,199,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-18,Setor Parque Tremendão ,199,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-19,Setor Parque Tremendão ,199,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-20,Setor Parque Tremendão ,218,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-21,Setor Parque Tremendão ,218,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-22,Setor Parque Tremendão ,218,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-23,Setor Parque Tremendão ,218,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-08-24,Setor Parque Tremendão ,218,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-01,Setor Parque Tremendão ,342,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-02,Setor Parque Tremendão ,342,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-03,Setor Parque Tremendão ,342,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-04,Setor Parque Tremendão ,347,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-05,Setor Parque Tremendão ,347,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-06,Setor Parque Tremendão ,372,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-07,Setor Parque Tremendão ,372,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-08,Setor Parque Tremendão ,372,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-09,Setor Parque Tremendão ,372,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-10,Setor Parque Tremendão ,372,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-11,Setor Parque Tremendão ,372,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-14,Setor Parque Tremendão ,397,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-15,Setor Parque Tremendão ,397,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-16,Setor Parque Tremendão ,428,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-09-17,Setor Parque Tremendão ,428,74475-001,"-16.5949535,-49.31710529999999",Confirmed
2020-06-04,Setor Criméia Leste ,15,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-05,Setor Criméia Leste ,17,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-06,Setor Criméia Leste ,17,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-07,Setor Criméia Leste ,18,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-11,Setor Criméia Leste ,19,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-12,Setor Criméia Leste ,21,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-13,Setor Criméia Leste ,21,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-15,Setor Criméia Leste ,21,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-16,Setor Criméia Leste ,21,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-17,Setor Criméia Leste ,21,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-18,Setor Criméia Leste ,21,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-19,Setor Criméia Leste ,21,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-20,Setor Criméia Leste ,21,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-21,Setor Criméia Leste ,22,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-22,Setor Criméia Leste ,22,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-23,Setor Criméia Leste ,24,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-24,Setor Criméia Leste ,24,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-25,Setor Criméia Leste ,24,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-26,Setor Criméia Leste ,26,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-28,Setor Criméia Leste ,26,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-29,Setor Criméia Leste ,27,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-06-30,Setor Criméia Leste ,32,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-13,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-14,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-15,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-16,Setor Criméia Leste ,43,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-17,Setor Criméia Leste ,47,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-18,Setor Criméia Leste ,47,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-19,Setor Criméia Leste ,47,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-20,Setor Criméia Leste ,50,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-21,Setor Criméia Leste ,50,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-22,Setor Criméia Leste ,50,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-23,Setor Criméia Leste ,50,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-24,Setor Criméia Leste ,50,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-25,Setor Criméia Leste ,50,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-27,Setor Criméia Leste ,50,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-28,Setor Criméia Leste ,50,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-29,Setor Criméia Leste ,50,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-30,Setor Criméia Leste ,50,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-31,Setor Criméia Leste ,62,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-01,Setor Criméia Leste ,32,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-02,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-03,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-04,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-06,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-07,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-08,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-09,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-07-10,Setor Criméia Leste ,33,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-25,Setor Criméia Leste ,121,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-26,Setor Criméia Leste ,121,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-27,Setor Criméia Leste ,121,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-28,Setor Criméia Leste ,121,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-31,Setor Criméia Leste ,125,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-01,Setor Criméia Leste ,62,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-02,Setor Criméia Leste ,62,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-03,Setor Criméia Leste ,62,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-04,Setor Criméia Leste ,79,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-05,Setor Criméia Leste ,79,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-06,Setor Criméia Leste ,79,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-07,Setor Criméia Leste ,79,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-08,Setor Criméia Leste ,95,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-09,Setor Criméia Leste ,95,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-10,Setor Criméia Leste ,95,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-11,Setor Criméia Leste ,95,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-12,Setor Criméia Leste ,99,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-13,Setor Criméia Leste ,99,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-14,Setor Criméia Leste ,99,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-17,Setor Criméia Leste ,113,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-18,Setor Criméia Leste ,113,74660-010,"-16.6478595,-49.2573319",Confirmed
2020-08-19,Setor Criméia Leste ,113,74660-010,"-16.6478595,-49.2573319",Confirmed
